"name";"answer";"questions";"rcounts"
"4. Техническая поддержка (support@pnu.edu.ru)";Доступ в личный кабинет останется с ограниченым функционалом, пропуск будет заблокирован  Система автоматизирована, технической возможности не предусмотренно для исключений.  ;Меня увольняют 31 августа 2022 года по приказу. Но с 1 сентября 2022 года вновь принимаю на работу на должность делопроизводителя или на ту же должность доцента кафедры ЭАТ. Прошу сохранить доступ к электронному пропуску в ТОГУ и к порталу https://portal.pnu.edu.ru по моему логину IP-адрес: 10.10.100.114.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Доступ предоставлен, проверьте личный кабинет;Как получить доступ к портфолио выпускников?=====Добрый день!=====Просим предоставить номер дела 004655 Евгения Шишкина для рецензирования. Ответственный по НИР — Ким Дин Су (Денис) из Департамента научных исследований.=====E-mail: 012457@pnu.edu.ru;2
"4. Техническая поддержка (support@pnu.edu.ru)";"Если Вам не пришло сообщение для подтверждения учетной записи или Вы не можете войти в ""Личный кабинет абитуриента"", воспользуйтесь формой восстановления пароля http://pnu.edu.ru/ru/applicant/cabinet/reconfirm/     Обращаем Ваше ВНИМАНИЕ!!!   Анкета требует уникальности введенного номера телефона и Email адреса. В случае повторного возникновения ошибки пришлите скриншот в службу технической поддержки (support@pnu.edu.ru)";--  Из Почты Mail.ru    Здравствуйте! Не могу зарегистрироваться в аккаунте абитуриента, прислали ссылку, но она неактивна. Что мне делать?  =====89143706520  Бабичева Юлия Сергеевна   =====-- Из приложения Mail.ru  для Android   Не могу зарегистрироваться для подтверждения аккаунта. Ссылка не работает. Что делать? Мне нужно подтвердить аккаунт для поступления…  =====-- Зарегистрировалась в личном кабинете.;41
"4. Техническая поддержка (support@pnu.edu.ru)";Если при входе в личный кабинет выходит сообщение: Неверный пароль или имя пользователя, то вам необходимо указать верные данные или заново пройти процедуру регистрации, перейдите по данной ссылке, там подробно описан механизм получения кода для регистрации. https://portal.khstu.ru/accounts/register/ Если проблема другого характера то пожалуйста полностью опишите проблему, желательно еще предоставить print screen, тогда ваша проблема будет решена намного быстрее.;Здравствуйте! Не приходит пароль от личного кабинета, не могу войти. Много раз пробовала. Мне нужно посмотреть баллы. =====Здравствуйте!  Могли бы вы удалить аккаунт? Не могу зайти и создать новый.=====Здравствуйте! Не могу вспомнить пароль. Не приходит письмо с инструкциями.  Студент Лощинин В. В., ЗФ гр. ЗЧС(аб)з‑71. Ранее регистрировался.;13
"4. Техническая поддержка (support@pnu.edu.ru)";Задача давно решена. Забыл закрыть.;Магистрант-заочник не может зарегистрироваться. Прошу техподдержки.=====Обращение: От: Владимир Дударко  Дата: 5 нояб. 2020 г., 15:17  Тема: Re: Регистрационные данные Сотрудникам: обратиться в отдел кадров. Студентам: обратиться в...=====**Вот сокращённый вариант текста с сохранением смысла:**=====Магистрант-заочник просит помощи с регистрацией. Он получил сообщение: — учётная запись в архиве, — причина — увольнение или отчисление из университета. Магистранту нужно обратиться в отдел кадров за информацией.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Задача давным давно решена. Забыл закрыть.;Здравствуйте! Прошу оказать техподдержку.=====С уважением, И. В. Кулик=====От: Александр Зубарев Дата: 12 ноября 2020 года Subject: Fwd Отправлено с iPhone=====Начало сообщения: *От:*  Александра Дзюба *Дата:* 11 ноября 2020 г., 20:50:35 *Кому:*  Александр Зубарев=====*Добрый день! * Я, Александра Дзюба, студентка группы  Фк(аб)з*-91 заочной формы обучения. Обучалась в группе Фк(аб) оз-81. Переведена на заочное обучение.=====Прошу рассмотреть заявление.;2
"4. Техническая поддержка (support@pnu.edu.ru)";заполните повторно, нажмите правой кнопкой мыши - Сохранить страницу как  Затем отправьте сохраненный файл;Сообщаю, что после нажатия кнопки «отправить» не происходит отправка данных. IP-адрес: **37.29.88.37**.=====Проверила в поддержке. Ответ пришёл проверить это. IP-адрес: **185.3.181.177**. Проблема не устранена.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Здравствуйте вам необходимо сменить пароль от личного кабинета  https://portal.khstu.ru/accounts/password_change/;Студент ТОГУ, группы МБ(пб-91)з, Немцев Евгений Сергеевич, столкнулся с проблемой доступа к корпоративной почте. Учебная часть утверждает, что он не зарегистрирован в почте. Ворд также не может найти логин.=====Студент также сообщает о проблемах с доступом к почте Тюриной Евгении ЗМУ(аб)з-01, ей был присвоен адрес 2020101518@pnu.edu.ru. Она также получает сообщение, что адрес удалён.=====Были приложены скриншоты ситуации. Студент нажимает на ссылку «Почта» и получает неправильный адрес.;77
"4. Техническая поддержка (support@pnu.edu.ru)";Здравствуйте вам необходимо сменить пароль от личного кабинета  https://portal.pnu.edu.ru/accounts/password_change/;Здравствуйте! Корпоративная почта не работает, появляется сообщение об ошибке. Подскажите, пожалуйста, IP-адреса нерабочей почты: 188.162.228.231, 80.83.234.87, 85.15.118.98.;3
"4. Техническая поддержка (support@pnu.edu.ru)";Здравствуйте необходимо сменить пароль от личного кабинета  https://portal.khstu.ru/accounts/password_change/;Здравствуйте! У студентки Виктории Василец из группы УгП (аб)з-61 нет доступа к почте, а у студента Демида Аблаева (ОНГабз-01) из группы ОН не получается зайти на занятие по ссылке Гугл. Ранее проблем не возникало. Студент гр. ГП (аб)з-61 Клёвов А.Н. также не может войти в почтовый ящик. Студенты обращались в службу поддержки. Скоро госэкзамены.;3
"4. Техническая поддержка (support@pnu.edu.ru)";изменения внесены, проверьте через 30 минут;В разделе «Трудоустройство» на портале https://portal.pnu.edu.ru/recru… (анкеты выпускников) произошёл сбой при выгрузке в Excel.=====IP-адрес: 10.10.100.114.=====В анкете выпускников на странице https://portal.pnu.edu.ru/recru…/recruitment_man…/ при выгрузке Excel отсутствует группа КБ(с)–61.=====IP-адрес: 10.10.100.114;4
"4. Техническая поддержка (support@pnu.edu.ru)";Исправления внесены.;Здравствуйте! На странице можно удалить цифру «3» внизу.=====Также на странице https://pnu.edu.ru/ru/faculties/additional исправить электронную почту:=====За дополнительной информацией обращайтесь в Департамент дополнительного образования по телефону:8 (4212) 75-78-48 — кампус на Тихоокеанской, 136.=====По вопросам профессионального обучения обращайтесь по ссылке <https://pnu.edu.ru/ru/faculties/additional/fppk/programs/ vocational-training/>:=====* Автомобильная отрасль * Педагогическая деятельность * Экологическая безопасность.;27
"4. Техническая поддержка (support@pnu.edu.ru)";"логин:2022100675  пароль:Cdhcsk27_;Вот сокращённый текст:=====«Почта Гугл работает».;Я не могу пройти туда у нас первый семестр осенний проходит цистанционно        Доброго дня.  ---  С уважением  Толмачёв Валерий Владимирович.         >Среда, 18 января 2023, 12:25 +10:00 от support@pnu.edu.ru:  >   >Здравствуйте!  >пройдите в 119 цв Тогу главный корпус  >----------------------------------------------------------------------  >С уважением, группа технической поддержки ТОГУ  >support@pnu.edu.ru   =====      Доброго дня.     Нет возможности работь с электронной почтой Скрин 1.     Пытаюсь перейти. Выходит ошибка крин 2.     Фото в закрепе     С уважением  Толмачёв Валерий Владимирович.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Можете удолять из расписания, кнопка появилась.;Здравствуйте!=====ФФПиМК: группа ФР(б)-11 — во вторник удалена пара, поскольку группа не набралась полностью. ФЛ(б)-11, среда, 2 пара — лишняя.=====ФЕНМиИТ, группа ПОМИ(б)-01 — в пятницу 1 пара — числитель, лишняя пара.=====С уважением, специалист по УМР Елена Валентиновна Цой, раб. тел. (4212) 42-06-99.=====При составлении расписания ПОБХ(б)-01 разделили на подгруппы, но из-за уменьшения количества студентов разделение убрали в АИС «Нагрузка вуза». В расписание внесли изменения, но не удалось полностью удалить занятия, которые пропали.=====IP-адрес: 10.0.12.54.;2
"4. Техническая поддержка (support@pnu.edu.ru)";напишите на электронный адрес  fdpo-po@pnu.edu.ru;-- Отправил из приложения Яндекс.Почта Здравствуйте! Есть возможность отправить удостоверение о прохождении курсов по противодействию коррупции?; управление образовательной организацией)  не по месту жительства, а сразу на адрес университета?    --   С уважением, Шитов Андрей Константинович  Старший преподаватель кафедры права и методики его преподавания ФГБОУ ВО УрГПУ,  заместитель директора Института общественных наук ФГБОУ ВО УрГПУ  тел: 8  (343) 336-14-55";2
"4. Техническая поддержка (support@pnu.edu.ru)";Не беспокойтесь, происходит обновление базы;Добрый день! Подскажите, пожалуйста, можно ли разблокировать мой личный кабинет?=====Здравствуйте!  Зачисление Анны Абричкиной было аннулировано из-за неуплаты.  Ваша учётная запись была отправлена в архив по этой же причине.;19
"4. Техническая поддержка (support@pnu.edu.ru)";Не обработан приказ о приёме Вас на работу. Нет активных карточек сотрудника ППС. Это вопрос к кадрам.;Добрый день!=====IP-адрес 85.15.106.176: в личном кабинете не отображается журнал преподавателя со списками групп и студентов.=====IP-адрес 10.0.52.127: нет журнала посещений в личном кабинете.=====Уважаемые специалисты, прошу открыть доступ к электронному журналу в личном кабинете portal.pnu.edu.ru в связи с получением должности доцента на 1,0 ставки по кафедре «Инженерные системы и техносферная безопасность».=====С уважением, канд. техн. наук доцент.;5
"4. Техническая поддержка (support@pnu.edu.ru)";Необходимо в верхней части личного кабинета, слева надпись Разделы, выбрать правильное подразделение;Здравствуйте! Проясните, пожалуйста, ситуацию с открытыми ведомостями преподавателей у заведующего кафедрой ФКиС Чернышева В. П. =====С уважением, Чернышев В. П.=====Проверил письмо до конца: проблема в отсутствии ведомостей у заведующего. Ведомости преподавателям кафедры должны быть доступны через заведующего. ср, 28 июня 2023 г., 16:15:> *Автоматическое уведомление:* >  Здравствуйте! Прочтите, пожалуйста, письмо до конца. >  Нас волнуют открытые ведомости преподавателей.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Необходимо использовать учетную запись преподавателя а не студента  012921 - её новый логин. Код регистрации можно получить в 409ц.;Меня зовут Ольга Анатольевна. Я аспирантка и преподаю в Тихоокеанском государственном университете по совместительству. В начале сентября появились новые блоки информации в личном кабинете: журнал и расписание. Не появились только необходимые разделы.=====Не могу заполнить индивидуальный план из-за этого. Думала, что разделы появятся постепенно, но этого не произошло. Журнал недоступен из-за недостатка прав доступа. Обратилась в техподдержку 13.09.;2
"4. Техническая поддержка (support@pnu.edu.ru)";необходимо проверить в сесии наличие часов;Прошу обновить аудиторские часы по предмету и дисциплину «Инженерная графика» у студентов Миртюка А. А. и Савина А. А., группа ПГС(аб)з-61. Скрин проблемы прилагаю.=====Также прошу обнулить аудиторские часы у студентки ПГС(аб)з-61 по дисциплине «Информатика» Сиренко К. В. (Старкова). Скрин прилагаю. =====С уважением, специалист 1-й категории по учебно-методической и информационной работе ИСИ Цой Е. А.;3
"4. Техническая поддержка (support@pnu.edu.ru)";Необходимо системный блок доставить в ауд.103ца;Уведомление из санатория-профилактория ТОГУ:====="Здравствуйте! Настоящим подтверждаем получение Вашего сообщения.  Обработаем запрос и свяжемся при первой возможности. Вашему обращению присвоен № 76576.=====*Для решения проблемы:* 1. Приложите скриншот экрана.";2
"4. Техническая поддержка (support@pnu.edu.ru)";Необходимо сменить пароль от личного кабинета;Уважаемый коллега, здравствуйте!=====Обращаюсь к вам с вопросом от студентки 1 курса группы Ж(пб)-02, Григорьевой Юлии. Она — моя студентка, и у неё возникли проблемы с электронной почтой: программа выдаёт, что адрес электронной почты неправильный. При этом она может зайти в личный кабинет, используя этот логин и пароль.=====Прошу помочь в решении этой проблемы.=====Заранее благодарю.=====И. Ю. Ковальчук, старший преподаватель кафедры журналистики.=====Добрый день! Вся группа не может войти в электронную почту. В моём случае это 2020100464@pnu.edu.ru. Для связи обращайтесь по этому адресу.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Никаких изменений в пропускной системе по Вашей карте не было, должна работать. Попробуйте пройти на разных турникетах, плотнее прикладывая карту к считывателю, либо оформите перевыпуск карты в отделе кадров, если она сломалась.;Доброе утро!=====Перестала работать кампусная карта.=====С уважением, специалист Отдела международного образования.=====УМВД ФГБОУ ВО «Тихоокеанский государственный университет».=====Данные карты 1234567890123 — не работает пропуск. =====Уважаемые коллеги, не сработала кампусная карта при входе в университет.=====Данные карты: 0987654321098 — С уважением,=====Начальник управления международной деятельности.=====(421);4
"4. Техническая поддержка (support@pnu.edu.ru)";Нужно пройти по ссылке: https://portal.pnu.edu.ru/person_manager/personal_management/;Уважаемому Александру Фёдоровичу Карплюку, начальнику Управления информатизации Тихоокеанского государственного университета.=====E-mail:  afk@pnu.edu.ru=====Тел.: +7 (4212) 761-730=====Моб.: +7 914-541-20-79=====----------=====Пересланное сообщение --------=====От: Галина Медведева, 010740@pnu.edu.ru. Дата: 20.05.2021, в 04:08. Тема: Re: ФДПО для ФИС ФРДО — данные с базы «Кадры» [Внеплановое обращение 56209]. Кому: Александру Карплюку <005146@pnu.edu.ru>.=====Необходимо предоставить доступ к отчёту Ивановой Н. В., ведущему документоведу ФДПО, и Медведевой Г. Г.=====19.05.2021 в 21:06 — Александр Карплюк, 005146@pnu.edu.ru: >;2
"4. Техническая поддержка (support@pnu.edu.ru)";Обновите страницу Журнала в браузере (ctrl+F5).;День добрый. Не могу поставить зачет в ведомости группы А(аб)-62. Зачет назначен на 15.01.2023. IP-адрес: 92.37.143.227.=====Добрый день. Не выставляются оценки у группы ПОИТ (аб)-91 по дисциплине «Пластическая анатомия и пластическое моделирование». Разблокируйте оценки, пожалуйста. IP-адрес:  85.15.114.232.;3
"4. Техническая поддержка (support@pnu.edu.ru)";Обратитесь в студенческий офис  243л, 245л  tsdk@pnu.edu.ru  010936@pnu.edu.ru  (4212) 76-85-24;Здравствуйте! Подскажите, пожалуйста, когда начнут выдавать кампусные карты для первых курсов магистратуры Педагогического института?=====Здравствуйте! Моя кампусная карта уже год не работает, могу ли я получить новую?;2
"4. Техническая поддержка (support@pnu.edu.ru)";Обратитесь в студенческий офис(245л);**Потеряли кампусную карту?**=====Если заблокировали свою карту и хотите получить новую, обратитесь туда, где вы её оформляли.=====**Примерные формулировки запросов:** * Как восстановить кампусную карту?* Где я могу получить новую кампусную карту взамен утерянной?=====Ваши данные: Гаснаш Полина Руслановна, 02.10.2003, группа А11. IP-адреса подставьте те, что вам предоставили в вашем учебном заведении.;4
"4. Техническая поддержка (support@pnu.edu.ru)";Обратитесь, пожалуйста, к Вашему преподавателю.;Здравствуйте, я студентка ФАИТ. У меня пропал доступ ко всем курсам моей группы на ЭУКе. Верните, пожалуйста, доступ ко всем курсам, к которым я была прикреплена.=====IP-адрес: 85.26.241.117;2
"4. Техническая поддержка (support@pnu.edu.ru)";обращайтесь в отдел кадров для предоставления доступа;Не получается заполнить график отпусков в программе.=====Добрый день! Прошу предоставить доступ к графику отпусков сотрудников директору ДДО. IP-адрес: …;2
"4. Техническая поддержка (support@pnu.edu.ru)";Отдел автоматизации информационных систем больше не сопровождает данный сайт;Уважаемые коллеги, просим вас внести следующие изменения на сайте Совета ректоров вузов Хабаровского края и Еврейской автономной области:=====1. Добавить в раздел «Состав Совета»/«Члены Совета» двух членов: - Хлебникова Викторию Георгиевну, министра образования и науки Хабаровского края;- Романова Евгения Владимировича, министра промышленности и торговли Хабаровского края.=====2. Заменить в «шапке» сайта «48 лет со дня основания» на «50 лет со дня основания».=====3. Добавить две новости в раздел «Новости и анонсы»:- новость от 13 апреля о выездном заседании с фотографиями.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Ошибка была устранена. Повторите попытку восстановления пароля.;Здравствуйте!=====Я уже обращалась с проблемой входа в личный кабинет 03.05.2021. На моё обращение ответили 11.05.2021, предложив открыть страницу в новой вкладке. Это не помогло.=====На сегодняшний день проблема с входом в личный кабинет всё ещё существует. При вводе пароля система пишет, что он неверный. Когда нажимаю «Забыли пароль?», ввожу свой адрес электронной почты и нажимаю «Далее», система выдаёт ошибку.=====Не могу войти и восстановить логин и пароль. Проблема актуальна на 31.05.2021 в 17:57 (Екб, −5 часов).=====**Имя, фамилия и учебная программа не указаны.**=====Могу ли я чем-то помочь?;2
"4. Техническая поддержка (support@pnu.edu.ru)";Перейдите в раздел учебные планы https://portal.khstu.ru/plans/plans/ Для проставления id  курса необходимо выбрать дисциплину и нажать кнопку проставить идентификатор;Здравствуйте!=====Нам необходим доступ к учебным планам по направлениям 21.03.02 и 21.04.02 «Землеустройство и кадастры».=====С уважением, Алла Владимировна Вдовенко, завкафедрой геодезии и землепользования, Тихоокеанский государственный университет, канд. техн. наук, доцент.=====Прошу предоставить доступ к учебным планам.=====С уважением, ст. преподаватель кафедры ДПО Яворская Е. В.=====Не отображаются галочки в режиме редактирования учебных планов?;6
"4. Техническая поддержка (support@pnu.edu.ru)";Перейдите на сайт https://pnu.edu.ru/  затем попробуйте снова зайти eos.pnu.edu.ru;Здравствуйте! Не могу войти в электронную обучающую среду, уже второй день. Повторял несколько раз, перезагружался, но эффекта нет. Рядом работает сотрудник, который может войти. Работал в Zoom, и студент пожаловался на невозможность войти.=====29 декабря пропала возможность заходить на сайт. Пробовал через разные устройства.=====**IP-адрес:** 37.146.124.103, 93.177.13.39;7
"4. Техническая поддержка (support@pnu.edu.ru)";перейдите по ссылки и попробуйте восстановить пароль  https://pnu.edu.ru/ru/applicant/cabinet/reconfirm/;-- Здравствуйте. У меня проблема. Пришло сообщение о подтверждении, но уведомление пришло, когда ссылка уже не работала. Подскажите, пожалуйста, что делать.=====Добрый день! Не получается зарегистрироваться в личном кабинете, прохожу по ссылке — ошибка активации. Подскажите, что мне делать?=====С уважением, Эдуард Солодухин [email protected]=====Здравствуйте. 5 июля должен был прийти на почтовый ящик логин и пароль для личного кабинета, но этого не произошло.;32
"4. Техническая поддержка (support@pnu.edu.ru)";Повторно (см. 8.04.2020, 14.04.2020) сообщаем Вам о сборе информации для  организации удаленного доступа работников к информационным сервисам,  системам и ресурсам университета для выполнения задач по управлению  бизнес-процессами. В условиях ограниченной технической возможности  подключения просим Вас предоставить информацию о работниках, которым  необходима удаленная работа с сервисами ограниченного доступа.  По результатам тестирования системы нормы представительства увеличены:  от деканатов/дирекций - не более 3-х, от кафедр -не более 3-х, от административных подразделений - не более 7 пользователей.    Заполненную форму отправлять на адрес электронной почты 008404@pnu.edu.ru.    О дальнейших действиях по подключению будет сообщено по указанным в форме  контактным данным.;Здравствуйте! Настройте удалённый доступ к IBM Lotus для сотрудницы отдела аспирантуры Валентины Гавриловны Щербаковой. Подключите ей базу «Кадры» для просмотра.=====Елена Шабельникова, зав. аспирантурой, тел.: (4212) 76-85-26, добавочный 1014.=====Коллеги, внесите изменения в раздел «Студенческий обмен» на странице «Конкурс 2020–2021: обучение с осеннего семестра» по ссылке http://pnu.edu.ru/ru/ic/student/students-exchange/kontest-2020/.=====После заголовка «Конкурс 2020–2021: Обучение с осеннего семестра»: 1. Добавьте строку «Положение №1» со следующим текстом: «О студенческом обмене в ПНУ в 2023 году». 2. Добавьте строку с актуальной информацией о координаторе студенческого обмена.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Подходите со своей картой в кабинет 119цв для активации в пропускной системе.;Осенью 2019 года студенческая карта для пропуска в университет перестала работать. Карта действительна до 2022 года.=====В начале учебного года был получен новый пропуск — ВТБ-мультикарта. Пропуск активен, денежные операции проводятся. Карта не работает в пропускной системе университета.=====IP-адрес студента: 10.10.100.114.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Поправлено создание догвора. Теперь будет учитываться выбранный профиль->учебный план->форма обучения если в Конкурсной группе их несколько. Но это ошибка что в конкурсной группе несколько учебных планов с разной формой обучения;Здравствуйте! При создании договора возникает ошибка.=====Здравствуйте! Не создаётся договор, было обращение в техническую поддержку 19.10, ошибка не устранена. Исправьте, пожалуйста, ошибку.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Попробуйте завтра зайти в личный кабинет;Студент 1 курса, Богданов Роман, обращается с просьбой о помощи в вопросе входа в личный кабинет. Роман указывает, что в соответствии с приказом о зачислении на заочную форму обучения он числится студентом, но при этом не может войти в личный кабинет, так как система сообщает об отчислении.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Попробуйте снова записаться на курс;Адрес смог заполнить, но не могу выбрать название курса.=====Отправил сообщение в службу поддержки:=====Дата: Пятница, 27 ноября 2020 годаТема: проблемы при регистрацииКому: support@pnu.edu.ruОт кого: Гарипов И. <ilnur_garipov@mail.ru>=====В письме написал, что не могу зарегистрироваться на обучение из-за проблем с адресом.;9
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте снова записаться на курсы;Здравствуйте! Извините, не смогла завершить регистрацию на вашем сайте для прохождения курсов.=====Как указано в письме, не смогла выбрать курсы для изучения. Нужно было набирать темы курсов вручную? Поменяла пароль, но окно не открывается.=====Подскажите, могу ли я приступить к занятиям?;2
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте снова зарегестрировать документ;На почту поступают сообщения о документах на регистрацию. Филимонова О. В. сообщила, что распоряжения за подписью Ковальчук С. А. может регистрировать любой сотрудник ДАП. Документ создан в деканате, относится к категории ООСУП*.* При регистрации выходит ошибка: «undefined».=====(*Примечание: ООСУ — общие обозначения систем управления. Речь может идти об автоматизированной системе управления объектом, учреждением и т. п. Аббревиатура может обозначать отдел обслуживания студентов и преподавателей, другие организации и учреждения. Текст не уточняет, поэтому аббревиатура приведена в общем виде — ООСУ.*)=====**Важно!** Данный текст может содержать формулировки, полученные в результате автоматического сбора данных или с сайтов, которые могут быть недоступны сейчас или в будущем.; 0)  (02.04.2021 11.40)  Поступил документ на регистрацию. Распоряжения за подписью проректора  Ковальчук С.А.: Распоряжение об установлении индивид. графика сессии  студенту гр СДМ(аб)зу-81 Рахманову А.Ю.    [image: image.png]    ";2
"4. Техническая поддержка (support@pnu.edu.ru)";Попробуйте снова зарегистрировать ;Добрый день!=====В Логике завис приказ с номером **034/0103** от 21.04.23. После зависания предложили запустить новый приказ, но система сообщает, что такой номер уже существует.=====Прошу удалить этот номер из очереди и присвоить следующий приказ этому номеру.=====С уважением,Павликов Алексей  Начальник ОСАП   ФГБОУ ВО «ТОГУ»;2
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте снова пройти запись на курс;Здравствуйте. У меня не получается зарегистрироваться на курсы по инновационной деятельности для учителей начальных классов.=====Здравствуйте. Пытаюсь зарегистрироваться на повышение квалификации на ФДО. Не получается. С моего имейла уже осуществлялась регистрация, хотя это исключено. Что мне делать? Имеюлы: blagmeg@yandex.ru, blagmeg@mail.ru.=====— С уважением, Мусаева Елена.;2
"4. Техническая поддержка (support@pnu.edu.ru)";попробуйте создать документ как написано в инструкции  http://help.pnu.edu.ru/index.php/4._%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5_%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5_%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D0%BE%D0%B2_%D0%BF%D0%BE_%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0%D0%BC  Только выбирайте Приказы о направлении на практику ТОГУ;Второй день не приходит ответ от техподдержки. Проблема: не создаёт новый документ, выдаёт ошибку и отправляет на первую страницу. Срочно нужен приказ на преддипломную практику, чтобы отправить его на согласование. Не работает программа «ЛОГИКА», пробовал отправить приказ из программы ТОГУ, но после команд «создать приказ», «отправить приказ» и «ok», программа возвращает на начальную страницу. Нет возможности отправить приказ в срок.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Преподаватель не проставил в учебном плане данные.  Как только преподаватель заполнит данные вы автоматически будете добавлены к курсу;Я связался с преподавателям. Он сказал, что нужно сдать контрольную работу на курсе. Попытался зайти на курс, но не смог. Преподаватель сообщил, что нужно обратиться к нему.=====**Исходное письмо:** От: support@pnu.edu.ru  Дата: вт, 22 сент. 2020 г.   Кому: 100701169@pnu.edu.ru    Тема: Ответ Здравствуйте! Напишите учителю курса С уважением, группа технической поддержки ТОГУ support@pnu.edu.ru=====Здравствуйте! Отсутствует доступ к курсу.;2
"4. Техническая поддержка (support@pnu.edu.ru)";пришлите снимок экрана с проблемой;Ув. служба!=====Пересылаемый документ не открывается. Приказы и распоряжения за подписью ректора от 09.09.2021 №011/6рн/0366 не доступен.  =====Как обеспечить доступ?=====Зав. кафедрой журналистики: С. И. Якимова=====Примечание:=====От:  LogicECM <LogicECM@mail.khstu.ru>,   Дата:  чт, 9 сент. 2021 г., 14:13, Тема: Приказы и распоряжения   Подпись ректора №011/6рн/0366;2
"4. Техническая поддержка (support@pnu.edu.ru)";Пришлите снисл, мы внесем данные в  информационную систему;*Неверный код подтверждения электронной почты, срок действия — один день. Повторите попытку.*=====*Добрый вечер, Наталья Васильевна! Не могу отправить СНИЛС. Что нужно сделать?*=====Уважаемый слушатель, пожалуйста, заполните СНИЛС и перейдите по этой ссылке: http://pnu.edu.ru/ru/ faculties/additional/programms_qual_inc/add_data/=====Повторите попытку с заполненными данными и дождитесь появления анкеты.=====С уважением, Наталия Карякина;44
"4. Техническая поддержка (support@pnu.edu.ru)";пробуйте снова   должно все работать;«Здравствуйте, возникли проблемы с учётной записью в учебном курсе? Возможно, временные технические трудности.»=====«Здравствуйте. Не удаётся войти в ЛК ТОГУ, система сообщает об успешной авторизации, но пользователя с логином „2019103291“ не существует в АИС ТОГУ.»;2
"4. Техническая поддержка (support@pnu.edu.ru)";Проверил. все загрузилось с вечера 31 мая;Здравствуйте, проводится проверка загрузки данных на суперсервис.=====По очно-заочной и заочной формам обучения выявлены следующие проблемы:- Для конкурса (5571, заочно, 44.03.05 «Русский язык и литература») не создан конкурс для целевой квоты без заказчика.;  - Для конкурса 5575 (заочно, 44.03.05 Физкультура) - неверно созданы  конкурсы для целевой (3+1 места, а нужно 2+1 - это попробую руками  исправить);  - Для конкурса 5565 (заочно 44.03.05 Математика. Инф) - неверно созданы  конкурсы для целевой (4+1 места, а нужн";2
"4. Техническая поддержка (support@pnu.edu.ru)";Рабочие программы дисциплин опубликованы;Я работаю специалистом учебно-методической работы на кафедре государственно-правовых дисциплин в Юридическом институте.=====Прошу вас прислать материалы по рабочим программам дисциплин нашей кафедры согласно следующей структуре:=====Девятым письмом я выслала перечень дисциплин  вариативной части учебного плана по специальности «Правовое обеспечение национальной безопасности», специализация № 2 «Государственно-правовая»:=====* Делопроизводство; * Основы документооборота и корреспонденции; * Противодействие коррупции в системе.;10
"4. Техническая поддержка (support@pnu.edu.ru)";Сайт для входа  http://portal.khstu.ru/      Код для регистрации  6CV 73N VFT  Имя пользователя  2016100840  ;Здравствуйте! У меня не получается войти в систему электронного обучения. Могу ли я переоформить логин и пароль?=====С 27.04.20 начинается сессия.=====IP-адрес: 95.70.43.140.=====Также не могу зайти на почту. Позвоните, пожалуйста, по номеру +79098447701. Оставьте сообщение на этом номере.=====IP-адрес: 77.41.190.241.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Смените или пересохраните пароль для входа на портал;Из личного кабинета не получается войти в почту. Как привязать почту к почте Google?=====Не удаётся найти аккаунт Google (2021103156@pnu.edu.ru).=====Здравствуйте! При попытке зайти в почту высвечивается ошибка внутри личного кабинета. Что делать?=====Нам не удаётся обработать ваш запрос. Повторите попытку позже.=====**Луенко Александр**;16
"4. Техническая поддержка (support@pnu.edu.ru)";смените пароль от личного кабинета и заново зайдите в почту;Студент ДПИ, Алексеева Екатерина Петровна, просит прислать ответ на другую электронную почту.=====При активации почты 2023101264@pnu.edu.ru возникла ошибка: «Неправильный адрес электронной почты. Не удалось обработать запрос. Повторите попытку позже». Скриншот ошибки приложен. IP-адрес — 10.0.5.58.;2
