"name";"answer";"questions";"rcounts"
Архив;Здравствуйте, просим заполнить бланк заявления (скачать бланк вы можете на сайте - https://pnu.edu.ru/feedback/faq/58/) и направить на почту ректора - mail@pnu.edu.ru  В заявлении просим указать всю подробную информацию.  Благодарим за обращение, архив ТОГУ.;Прошу изготовить архивные справки для подтверждения дипломов. Могу получить их лично или получить по почте: Хабаровск, ул. Героев Пассаров, 12/1, 175. Готов выслать копии документов по запросу.=====**Нужна архивная справка о завершении обучения.**=====Необходимо получить документ об окончании вашего института.=====Направляю запрос на выдачу архивной справки на вашу электронную почту. Прилагаю заявление и копию диплома.=====В связи с утратой диплома № 1002491 от 01.01.2019 года прошу выдать дубликат с приложением.=====Прошу вернуть аттестат о среднем общем образовании моего сына, Осьмакова Максима Александровича, 23.01. 1994 г. р., который учился на факультете «Информатика, вычислительная техника», группа ВМ(Б)–21. Закончить обучение не удалось, отчислен в 2013 г.=====Прощу выдать академическую справку для предъявления по месту работы. Учился с 2011 г. по 2013 г., факультет «Информатика, вычислительная техника». В 2013 г. отчислен.;7
Архив;Здравствуйте, просим заполнить бланк заявления (скачать бланк вы можете на сайте - https://pnu.edu.ru/feedback/faq/58/) и направить на почту ректора - mail@pnu.edu.ru В заявлении просим указать всю подробную информацию. Благодарим за обращение, архив ТОГУ;Обучались в ТОГУ с 2015 по 2020 год по специальности «Социальная работа», есть диплом о среднем профессиональном образовании. Верните документ. =====Лукин В.А., ПиЭ-31.  =====Нужна справка о обучении по специальности «Юриспруденция», номер диплома КА83410.  =====Прошу выдать выписку об отчислении из ТОГУ по специальности «Психолого-педагогическое образование» в связи с завершением обучения.  =====Мне нужен мой аттестат на имя Матафоновой В.Д., я отчислился (-ась) в 2021 г., поступал (-а) на факультет Искусств, рекламы и дизайна, направление «Преподаватель ИЗО и технологии», группа ПОИТ(аб)-61.;5
Архив;Здравствуйте, просим заполнить бланк заявления (скачать бланк вы можете на сайте - https://pnu.edu.ru/feedback/faq/58/) и направить на почту ректора - mail@pnu.edu.ru В заявлении просим указать всю подробную информацию. Благодарим за обращение, архив ТОГУ.;**Запрос на предоставление справки, подтверждающей обучение в университете.**=====Романчев Денис Сергеевич окончил университет в 2021 году и в настоящее время находится на военной службе. Он просит предоставить справку, подтверждающую его обучение и окончание университета, для продвижения по службе.=====Анастасия, жена Романчева Дениса Сергеевича, может самостоятельно забрать справку. Она проживает в Хабаровске и сообщает свой адрес и контактный номер телефона.=====**Запрос на получение дубликата диплома и документов об образовании.**=====Выпускница Тихоокеанского государственного университета просит выслать дубликат диплома, так как утерян вкладыш-приложение. Также она сообщает свой текущий адрес в Краснодаре.=====Другой выпускник университета интересуется возможностью получения документов, подтверждающих его обучение с 1992 по 1995 годы на факультете истории, филологии и культурологии. Он предоставляет данные о своей учёбе и просит отправить документы почтой.=====Ещё один выпускник университета запрашивает отправку документов по почте, включая аттестат за 11 класс, справку ЕГЭ и справку об обучении в Дальневосточном государственном гуманитарном университете.=====Другие запросы включают в себя просьбу о получении справки для подтверждения диплома для предоставления в МВД, оформлении дубликата диплома в случае утери оригинала, получении справки о полученном дипломе для прохождения стажировки, получении сведений о лицензии и аккредитации для предоставления в квалификационную комиссию судей, получении оригинального диплома на руки, если диплом не обнаружен в Федеральном реестре, получении аттестата об общем среднем образовании, получении данных о прививках и предоставлении скан-копий документов для обновления данных в базе государственных услуг.=====Также запрашивается возможность получения скан-копии отзыва научного руководителя и титульного листа с рефератом из дипломных работ, которые были подготовлены в 2016-2018 годах.=====Наконец, запрашивают получение личного дела и аттестата на имя Зудовой Ольги Александровны, которая училась в университете в 2005-2006 годах.;20
Архив;Здравствуйте, просим заполнить заявление (скачать заявление - https://pnu.edu.ru/feedback/faq/58/  ), и направить на почту ректора - mail@pnu.edu.ru В заявлении обязательно просим указать всю подробную информацию (в какие года вы проходили обучение, ваш факультет и направление, обязательно указать полное ФИО (разборчиво), были ли вы в академических отпусках, нужен ли вам период обучения), и конечно как вы будете получать справку (лично или её необходимо будет направить почтой России, если справку необходимо направить эл.почтой просим указать эл.почту в заявление).  Благодарим за обращение, Архив ТОГУ ;С 1998 по 2003 год обучалась очно на филологическом факультете Хабаровского государственного педагогического университета, специальность «учитель русского языка и литературы».=====Мне нужна справка, подтверждающая очное обучение.=====Обучался с 1983 по 1988 год в Хабаровском политехническом институте, специальность «Промышленное и гражданское строительство». Прошу выслать справку в электронном виде.;2
Архив;Здравствуйте, просим заполнить заявление (скачать заявление - https://pnu.edu.ru/feedback/faq/58/  ), и направить на почту ректора - mail@pnu.edu.ru В заявлении обязательно просим указать всю подробную информацию (в какие года вы проходили обучение, ваш факультет и направление, обязательно указать полное ФИО (разборчиво), были ли вы в академических отпусках, нужен ли вам период обучения), и конечно как вы будете получать справку (лично или её необходимо будет направить почтой России, если справку необходимо направить эл.почтой просим указать эл.почту в заявление).  Благодарим за обращение, Архив ТОГУ ;Здравствуйте! В июле 2022 года я отправил заявление на получение архивной справки. Подскажите, можно ли её получить электронно? И как долго ждать?=====Здравствуйте. Пришлите, пожалуйста, справку об обучении по адресу: ... Не имею возможности приехать. Обучалась в ТОГУ заочно, факультет юриспруденции. Заявление отправляла по электронной почте.;2
Архив;Здравствуйте, просим заполнить заявление (скачать заявление - https://pnu.edu.ru/feedback/faq/58/  ), и направить на почту ректора - mail@pnu.edu.ru В заявлении обязательно просим указать всю подробную информацию (в какие года вы проходили обучение, ваш факультет и направление, обязательно указать полное ФИО (разборчиво), были ли вы в академических отпусках, нужен ли вам период обучения), и конечно как вы будете получать справку (лично или её необходимо будет направить почтой России, если справку необходимо направить эл.почтой просим указать эл.почту в заявление).  Благодарим за обращение, Архив ТОГУ;Здравствуйте!=====Мне нужен скан справки для трудовой книжки с указанием периода учёбы в Хабаровском политехническом институте (очное отделение) на Механическом факультете по специальности «Технология машиностроения». Учился с сентября 1980 г. по январь 1983 г. (группа ТМ). Поступил в институт сразу после школы, трудовой книжки тогда не имел.=====Если данные хранятся в архиве 15 лет, убедительно прошу отправить справку.=====В то время деканом факультета был Шляхов, заместителем декана — Иванищев.=====Как получить справку о дистанционном обучении в Нефтегазовом деле с 2014 года и отчислении на 4-м курсе за неуплату?;2
Архив;Здравствуйте, просим заполнить заявление (скачать заявление - https://pnu.edu.ru/feedback/faq/58/  ), и направить на почту ректора - mail@pnu.edu.ru В заявлении обязательно просим указать всю подробную информацию (в какие года вы проходили обучение, ваш факультет и направление, обязательно указать полное ФИО (разборчиво), были ли вы в академических отпусках, нужен ли вам период обучения), и конечно как вы будете получать справку (лично или её необходимо будет направить почтой России. Если справку необходимо направить эл.почтой просим указать эл.почту в заявлении).  Благодарим за обращение, Архив ТОГУ ;;2
Архив;Наталья Валерьевна, добрый день! Ваше обращение взято в работу;Прошу Вас выслать архивную справку, подтверждающую диплом ВСБ 0290776, регистрационный номер 2212, от 19.04.2004 г., специальность «Юриспруденция», заочная форма.=====Диплом получен на имя Натальи Валерьевны Наварич.=====Адрес для отправки справки: 681035, Комсомольск-на-Амуре, ул. Ленина, д. 76/2, кв. 69.=====Прошу сообщить код отслеживания почты. До сих пор письмо не получено.=====**Документы нужны для трудоустройства.**=====Кому я могу написать по факту невыполнения моего запроса?=====**Дополнительные данные отредактированы или удалены для сохранения конфиденциальности и анонимности данных.**;3
Архив;ответ дан на почту;;15
Архив;Ответ дан на почту;**Здравствуйте.** Я отчислился из вуза в 2019 году, не забрал документы, и меня призвали в армию. Теперь мне нужно забрать документы. **Как проходит эта процедура и каковы её сроки?**=====**Здравствуйте!** Поступила на заочное отделение, прикладная информатика в сфере экономики. Не окончила обучение. Ориентировочная дата моего отчисления: 2017–2018 годы. Хотела бы получить академическую справку о пройденных и зачтенных дисциплинах. **Спасибо.;2
Архив;ответ дан по электронной почте;Здравствуйте! Подскажите, пожалуйста, где я могу забрать документы (диплом), которые сдаются для поступления в университет?=====Я помогаю своему другу забрать диплом о среднем образовании (когда китайские студенты поступают в российский университет, они предоставляют диплом о среднем образовании). Моя подруга Гао Сюэ, студентка группы ФР (б)-61, уже окончила университет. Мне известно, что на ДВГГУ в офисе 215 можно забрать диплом о высшем образовании, но я не знаю, где забрать диплом о среднем. Подскажите, пожалуйста, как это сделать?;2
Архив;Роман Константинович, добрый день! Ваше обращение взято в работу;Добрый день! Прошу выслать почтой России аттестат о среднем образовании на адрес: 197345, Санкт-Петербург, пер.Лыжный 4, корп. 3, кв. 571, Коньшину Р. К. Обучался на факультете социальной работы и социального управления в период с 2012 по 2017 гг., группа СР-21. Отчислился.=====Заранее благодарен за отправку аттестата на адрес: пер. Лыжный 4к3, кв 571 индекс 197345, г. Санкт-Петербурга.;2
Архив;Татьяна Ивановна, добрый день! Ваше обращение взято в работу;Прошу подтвердить подлинность диплома ВСВ 0840052 от 22.06.2004 по специальности «юриспруденция».=====13 марта 2022 года направила запрос, но ответ так и не получен. Прошу подтвердить диплом повторно. Ответ направить на электронную почту freyabombovoz@gmail.com.=====В 2012 году при поступлении сдавала оригинал диплома о среднем профобразовании (28СПО000;3
Архив;;Обучался по специальности «прикладная информатика в экономике» на дистанционной основе.=====Диана Владимировна обучалась по специальности «Строительство».=====В 2012 году окончил факультет «Экономика и управление на предприятии (городское хозяйство)».=====Подскажите, пожалуйста, возможно ли получить выписку или справку, подтверждающую обучение в указанный период.=====Прошу выслать справку о подтверждении диплома.=====Также прошу выслать копию договора на образовательные услуги.=====Прошу направить справку о подлинности диплома.=====Заранее спасибо, очень срочно нужна для трудоустройства!=====Ваш запрос взят в работу.;5
Вопрос ректору ТОГУ;ответ да на почту;Здравствуйте! Меня зовут Максутова Акбермет. В 2015–2019 годах я обучалась в университете. Сейчас мне необходимо получить дубликат диплома, так как мой старый утерян.=====Моя девичья фамилия — Черёмухина. Родилась 25 апреля 1987 года. Обучалась в университете с 2015 по 2019 годы.Подскажите, пожалуйста, куда мне обратиться для получения дубликата диплома. Для заявления мне необходимо приложить копию диплома, но на сайте нет возможности прикрепить файлы. Куда мне отправить заявление и копии документов?;2
Приемная комиссия;Здравствуйте! Военной кафедры в университете нет. Вся актуальная информация о приёме размещена на официальном сайте университета https://pnu.edu.ru/ru/applicant/. ;Здравствуйте. Планируете ли вы поступать в ТОГУ на факультет физической культуры? Нужна ли вам военная кафедра?;2
Приемная комиссия;Здравствуйте! Да, можете.;Здравствуйте! У меня диплом техникума. Могу ли поступить на «Горное дело» на заочное отделение?;2
Приемная комиссия;Здравствуйте! Индивидуальные достижения рассматриваются в течение трех рабочих дней.;Здравствуйте! Уточните, пожалуйста, почему мои индивидуальные достижения не отобразились в конкурсных списках? Подтверждаю наличие аттестата о среднем общем образовании с отличием, наличие золотой медали и золотого значка ГТО. Могу подтвердить это по почте фото- или скан-копиями.;2
Приемная комиссия;Здравствуйте, переводы в ТОГУ осуществляются в периоды установленные локальными нормативными актами университета: август-сентябрь (до 10 сентября) и январь-февраль (до 10 февраля). В эти периоды времени вы можете подать документы лично (ауд. 245л.), по электронной почте  tsdk@pnu.edu.ru либо прислать почтой России  1. Заявление установленной формы (скачать на сайте ТОГУ)https://pnu.edu.ru/ru/students/perevod/  2. Копия аттестата  3. Копия паспорта (со страницей прописка)  4. Копия лицензии ВУЗа  5. Копия свидетельства об аккредитации (с приложениями, где указана ваша специальность)  6. Справка об обучении  Все копии документов, кроме копии паспорта должны быть заверены ВУЗом.  Факультет ТОГУ рассматривает документы 14 дней, после дает вам заключение аттестационной комиссии. Если условия перевода вам подходят начинаем обрабатывать документы, готовим для вас справки и тд.    Наличие вакантных бюджетных мест вы можете посмотреть здесь https://pnu.edu.ru/ru/students/budget-places/list/ ;Здравствуйте!=====Хотел бы перевестись к вам. Обучаюсь в КНАГТУ на очном отделении по квоте для сирот. Какие документы нужны?=====Закончил первый курс в Дальрыбвтузе, специальность — пищевая биотехнология. Хочу перевестись на нефтегазовое дело.;2
Приемная комиссия;Здравствуйте, переводы в ТОГУ осуществляются в периоды установленные локальными нормативными актами университета: август-сентябрь и январь-февраль. В эти периоды времени вы можете подать документы лично (ауд. 245л.), по электронной почте  tsdk@pnu.edu.ru либо прислать почтой России  1. Заявление установленной формы (скачать на сайте ТОГУ)https://pnu.edu.ru/ru/students/perevod/  2. Копия аттестата  3. Копия паспорта (со страницей прописка)  4. Копия лицензии ВУЗа  5. Копия свидетельства об аккредитации (с приложениями, где указана ваша специальность)  6. Справка об обучении  Все копии документов, кроме копии паспорта должны быть заверены ВУЗом.  Факультет ТОГУ рассматривает документы 14 дней, после дает вам заключение аттестационной комиссии. Если условия перевода вам подходят начинаем обрабатывать документы, готовим для вас справки и тд.    Наличие вакантных бюджетных мест вы можете посмотреть здесь https://pnu.edu.ru/ru/students/budget-places/list/ ;Могу ли я перевестись на специальность «менеджер по управлению персоналом» в 4 семестр в ТОГУ?=====Так получилось, что в ДВГУПС этой специальности не стало на нужном мне курсе. Возможен ли перевод в ТОГУ из другого вуза с понижением курса и наличием академических задолженностей на платную форму обучения?;2
Расписание занятий;Добрый день! Перенесла.;Прошу перенести постоянные занятия из аудитории 453 ц в аудиторию 425 ц.=====Заранее благодарю.=====Добрый день!=====Просьба перенести в четверг занятия для группы ММ-31 по дисциплине «Экономические агенты и рынки в глобальной среде» на 3 пару в аудиторию 301 л, так как для занятий требуется мультимедиа.;2
Расписание занятий;Добрый день! Поменяла.;Здравствуйте! Поменяйте в расписании аудиторию для группы УБП(б)-01 на 304ле в среду, парой 3, и для групп ЭБ(с)-31 и К(б)-01 — на 329ц в четверг, парой 1.=====С уважением, старший преподаватель ВШМ Юлия Алексеевна Салаватова;2
Расписание занятий;Добрый день,Сделала;Добрый день!=====Просим изменить расписание: поменять аудитории преподавателям Медведевой Г. Г. и Носенко М. О. во вторник, 4 пара, группы ПГС(б)‑12 и А(б)‑21 соответственно:=====— Медведевой Г. Г.: аудитория 112 п;=====— Носенко М. О.: аудитория 113 п.=====Изменения необходимы из‑за переноса проектора. Изменения согласованы с преподавателем Носенко М. О.=====Перенести пары по геодезии группы А(б) ‑21:=====1. С четверга, первая пара: аудитория 201 п, на понедельник, первая пара.2. С четверга, первая пара, аудитория 201 п.3. На четверг, первая пара в аудитории 201 п. по расписанию.=====Прошу учесть удобство, так как я веду проект «Приоритет 2030».;2
Расписание занятий;Здравствуйте. Все сделала;Группа ЛТП(б)-11: сдвинуть 1-ю и 2-ю пары на 2-ю и 3-ю.=====ВВ Сидорков (группа ЛТП(б)): перенести 4-ю пару (моделирование транспортных процессов) с четверга на пятницу, 4-я пара.=====Аудитория 31 п: нет мультимедийного оборудования для проведения занятий.=====Перенести практические занятия для групп ЛТП(б)-21 и ТЛ (б)-21 по дисциплинам «Инженерная механика» и «Транспортная энергетика» из аудитории 31 п в аудиторию 202 п.=====Перенести практические занятия из аудитории 202 п в аудиторию 31 п для группы ДВС(м)- 21 по дисциплине «Тепловые двигатели и нетрадиционные типы», 4-я пара (пятница).;2
Расписание занятий;Здравствуйте.Все сделала;Здравствуйте. Прошу изменить расписание: среду, третья пара, Числитель: лекцию «Типология объектов недвижимости» КН(б), заменить на 214П.; 2) Пятница 2 пара Знаменатель лк Компьютерная графика в профессиональной деятельности НДК(б) - 21 НДК(б) - 22 135п поменять на 203п; 3) Пятница 3 пара 1 подгруппа лб Компьютерная графика в профессиональной деятельности НДК(б) - 22 203п поменять на 214п (ст. преп. Назарова А. А. согласна переместиться в 203п).=====Здравствуйте. Прошу в расписании на осенний семестр 2023-2024 уч. года в соответствии с учебным планом поменять лекционные занятия на практические занятия для дисциплины ""Экологическая безопасность тепловых двигателей"" (гр. ДВС(м)-21, среда, 6 пара, числитель).";2
Расписание занятий;Здравствуйте, ДАП не вносит в расписание, пропущенные по какой-либо причине дополните занятия. Преподаватель самостоятельно (через дирекцию института для связи со студентами) обговаривает даты занятий. В журнале преподавателя в теме необходимо отметить, когда фактически проведено занятие.;В связи с больничным листом, пожалуйста, внесите изменения в расписание для группы ДПИБ-11:=====— 1 декабря 2023 года — одна пара;=====— 15 декабря 2023 года — одна пара;=====— 29 декабря 2023 года — одна пара.=====Для группы ИАСиД внесите изменения в расписание.;  группа ДПИ(б)-01  Работа с пластическими материалами на 22.12.23, на 6.12.23, на 20.12.23. С уважением,  Карикаш В.И.=====Добрый день! в связи с больничным листом прошу доставить в расписание занятий неотработанные часы для группы ДПИ (б)-11 Академическая скульптура и пластическое моделирование  на 1.12.23, на 15.12.23, на 29.12.23; для группы ДПИ(б)-01 Работа с пластическими материалами на 22.12.23,на 6.12.23, на 20.12.23.  С уважением, Карикаш В.И.";2
Расписание занятий;Здравствуйте! Изменения внесены. Спасибо С уважением, Коваленко С.Г., специалист ОСУП ДАП;Прошу изменить расписание у доцента Ольги Сысоевой.=====Здравствуйте, уважаемые коллеги!=====В расписании необходимо внести следующие изменения:=====1. В расписании отсутствуют занятия:    * лабораторные «Теория и методика  обучения литературе и МХК»  18 часов  у группы ПОРМ(б)–01;    * практические «Проектная деятельность в гуманитарной  сфере» 18 часов у группы ФРЛ(м)-21.     Поставить лабораторные занятия по «Теории и методике» в аудиторию ПИ6–402, 2 парой по знаменателю, во вторник. А практические занятия по дисциплине «Проектная  деятельность в гуманитарной сфере»  6 парой по знаменателю поставить в аудиторию ПИ6– 404, в  пятницу. =====2.  «Методика  преподавания русской литературы  в высшей школе» 18ч. у группы ФРЛ (м)-21 должна быть только по числителю  (шестая пара). В настоящее время она проводится каждую неделю.3. Также в расписании отсутствует дисциплина «Информационные и цифровые  технологии в обучении  русскому языку, литературе  и МХК», лабораторные 36ч. у  группы ПОРМ (б)-01 .  Её необходимо поставить  1 парой  в пятницу в аудитории ПИ6–402 .;2
Расписание занятий;Здравствуйте! Изменения внесены. С уважением, Коваленко С.Г., специалист ОСУП ДАП;Внести изменения в расписание:* дисциплина «Литературная регионалистика» — поставить 7 парой еженедельно для группы ФРЛ(м)-21;* дисциплина «Методика преподавания литературы в высшей школе» — поставить 6 парой еженедельно.=====Причина: магистранты — школьные учителя. Они не успевают на другие занятия.=====Перенести занятия:* для групп ФЛ(б)-21, ПОДЛ(б)-11 и ПОРМ(б)-21 — из аудитории ПИ6-404 в аудиторию ПИ6-402;* практическое занятие «Методика преподавания русской литературы в высшей школе» для группы ФРЛ(м)-21 с 6 пары на 5 пару, в четверг, на пятницу;* дисциплину «Зарубежная литература XIX века» для групп ПОРМ(б)-11 и ПОРМ(б)- 12 с 5 пары на 3 и 4 пары, в среду.=====Причина переноса — большая загруженность преподавателя в указанный день.; 2) непродуктивное распределение нагрузке в группе (лекция и п.з. в настоящем расписании стоят  в один день)";3
Расписание занятий;Здравствуйте! Исправила;Здравствуйте! У меня 09.10.23 в 17:10 на шестой паре стоит занятие по физической культуре для группы [ГРУППА]. Но это не мой предмет.=====Группу [ГРУППА] по информатике поделили на три подгруппы в расписании, но разделить их на практике невозможно из-за одновременных занятий иностранным языком — в среду в [ВРЕМЯ], в пятницу в [ВРЕМЯ].=====Прошу учесть этот факт и разделить занятия по информатике и иностранному языку.;2
Расписание занятий;Здравствуйте.Исправила;Здравствуйте, Лариса Григорьевна!=====У доцента Высшей школы ТСТ Волкова Е. В. есть неточность в названии дисциплины: дисциплина «Основы управления персоналом» для группы СН(м)з-31, поставленная на 31-й неделе 3-го семестра 2-го курса, ошибочна, и должна быть заменена на дисциплину «Теория эксплуатационных свойств транспортных средств» (36 лекционных часов, 18 лабораторных работ, 18 практических занятий).=====Дисциплина «Теория машин и механизмов» для двух подгрупп запланирована во 2-3 семестрах 2 курса для Волкова Е. В.:* 2 подгруппа: 01.09.23 — 05.01.24,* 3 подгруппа: 01.09.23 — 05.01.24.=====Эта дисциплина не планировалась для Волкова Е. В. на 2 курсе, 3 семестр (ААХ-21).;2
Расписание занятий;Здравствуйте! Перенесла;**Вот сокращённый текст:**=====Перенести занятия гр. ПОНОД-91 из аудитории ПИ3-56 в ПИ4-301.=====Аудитория 504 в пятницу: Основы российской государственности, 2 пары, гр. ПОРМ-31,    ПОАК-31,  ПОАН-31 , ПОАФ-31;Аудитория  608 в пятницу:  Основы российской  государственности, 3 пары,гр. СОЛ-31,ПОДЛ-31,ПОНОД-31.На этой неделе не было доступа в аудиторию 608.=====Зачет по информатике для гр. СОО-31 перенести с 25.01.2024 на 20.01.2024 (суббота).=====Рассмотреть возможность переноса занятий для гр. ПОМИ-81. Научные основ;школьного курса информатики (4 ч) перенести с 11.11.2023 на другое время.; - Методика преподавания информатики в профильных классах (4 часа) с 7 ноября; - Практикум по решению задач по информатике (4 часа) с 13 ноября - на другие дни сессии после 14 ноября в связи с планируемой командировкой.  Также прошу не ставить занятия на 5 пару в четверг - это время занятий для слушателей подготовительных курсов по информатике, организованных ТОГУ. С уважением, Редько Е.А.=====Прошу выполнить замену по просьбе студентов в расписании: в субботу группу ИСФ(б)-31 (дисциплина БЖД) с 3-пары перенести на 2 -пару (знаменатель); группу ООС(м)-21 (дисциплина ""Оценка экол. риска"") со 2-пары на 3-пару.=====Здравствуйте! Прошу все занятия, зачеты и экзамены поставить в расписании до 18.01.2024 в связи с защитами ВКР. Перенести с 26.01 зачет у групп СОЛ(б)-21 и ПОДЛ(б)-21.=====Дата зачета по ""Учебная практика: научно-исследовательская работа (отечественная история)"" у групп ПОИО(б)-91, 92 проставлена на 24 ноября 2023 г. Однако данная практика (рассредоточенная) согласно приказу № 018/0549 от 05.09.2023 г. завершается только 30 декабря. Прошу внести изменения. =====Добрый день! Я просмотрела расписание по группам в весеннем семестре 2023-24 уч. года и обратила внимание на аудитории. Прошу по возможности поменять аудиторию ПИ1-406 на ПИ1-404 (в этой аудитории находятся практикумы и методички по экологическим дисциплинам). Дисциплины: 1) Экологическая эпидемиология, гр ЭКП(б)-21, лекции и практики 2) Общая экология, гр ЭКП(б)-21, лекции и практики=====Здравствуйте! Я благодарна Вам, что перенесли зачет по дисциплине ""Физическая культура и спорт(элект)"" в группах фл-21,ппо-11. А группу понол-11 с 26.01 на 17.01 на 9.15 или 11..50 возможно перенести.С уважением, Колесникова Анна Петровна.";9
Расписание занятий;Здравствуйте! Перенесла С уважением, Коваленко С.Г., специалист ОСУП ДАП;Здравствуйте, уважаемые коллеги.=====Перенести дисциплину «Информационные и цифровые технологии в обучении русскому языку, литературе и Мировой художественной культуре» для группы ПОРМб-01 с пятницы на вторник, на первую пару по дни недели и вторую по номеру пары. Аудитория ПИ6-402.=====Также, по возможности, перенести первую пару (Основы российской государственности) для группы Дб-31 на третью по счёту пару, во вторник. Согласовано со студентами. Состав группы — 10 студентов.=====Корректировки для группы ПОРМб-11:=====1. Перенос занятий группы на 3 пару в пятницу по дисциплине «Зарубежная литература XIX века».; преп. Брейтман) из ауд. ПИ6-418 в ауд. ПИ6-407; б) по знаменателю на 4 паре (дисц. Историч.коммент.фактов..; преп. Захарова.)  из ауд. ПИ6-418 в ауд. ПИ6-407. 2. Перенести занятия группы в среду по знаменателю:  Пары 1,2,3,4 - из действующих аудиторий в ауд. ПИ6-407. Причина переноса: группа - 27 человек не вмещается в аудитории, закрепленные на настоящий момент. =====Просьба в расписании на весенний семестр изменить, если это возможно, аудиторию в подгруппе 1 группы ПОИО(б) - 31 по дисциплине ""Информационно-компьютерные технологии в профессиональной деятельности""  (пятница первая пара, практическое занятие) с ПИ1-402 на ПИ1-416. Дело в том, что в аудитории ПИ1-416 на компьютерах установлено специальное программное обеспечение для этой дисциплины, которого в других аудиториях нет.  С уважением, А.М. Король, ВШ ЕНМИТ   =====Добрый день, прошу для дисциплины ""Информационно-компьютерные технологии в профессиональной деятельности""  у группы ПОИО(б) - 32 практические занятия поставить в аудиторию ПИ1-416, в связи с тем, что там установлено специализированное программное обеспечение необходимое для проведения занятий. В аудиториях второго корпуса данное программное обеспечение не поддерживается.";5
Расписание занятий;Здравствуйте! Перенесла. С уважением, Коваленко С.Г., специалист ОСУП ДАП;Здравствуйте! Перенести занятия.=====Убедительная просьба: вернуть в расписание практические занятия. Группа ПОИО(б)-32, среда, 3–4 пара. Дисциплина: «Основы российской государственности». Потапчук Владимир Иосифович, кампус на ул. Тихоокеанской. Его нагрузка. Согласованно с и. о. руководителя высшей школы.;2
Расписание занятий;Здравствуйте! Поменяла;Добрый день! Починили розетки в аудитории 6 в корпусе 401, нужно провести лекции по БЖД у потока лингвистов. Аудитория 422 главного корпуса не подходит для показа слайдов, так как там нет возможности затемнять окна.=====Добрый день. Измените аудиторию для гр. НДК(б)-31 на 303-П в пятницу на 4 паре, в это время она свободна.=====Здравствуйте. Прошу убрать у меня дисциплину "Теоретические основы информатики" из расписания в группе ПОМИ(б)з-01. Дисциплина закреплена за Екатериной Александровной Редько, у неё есть лекционные и практические занятия, а также экзамен по этой дисциплине.=====Я надеюсь, что эти отредактированные версии текста лучше соответствуют вашим нуждам.;3
Расписание занятий;Здравствуйте. Сделала;Здравствуйте. Перенести пары:=====— А(б)-31, 1 подгруппа, 4 пара, понедельник — на вторник, 4 пара.=====— А(б)-32, 2 подгруппа, 3 пара, пятница — на понедельник, 4 пара; =====— А(б)-32, 1 подгруппа: 3 и 4 пары, пятница — на среду, 1 пара.Поменять аудитории:— вторник, аудитория 142: 4 и 5 пара;=====— понедельник, аудитория 404: 4 пара=====С уважением, Зуфарова.=====**Изменить аудиторию у группы НДК(б)-22:**=====— в четверг, 3 пара: основы экологии, аудитория 202.В аудитории 130 только одна рабочая розетка. Сейчас она не работает из-за проблем с проводами, которые не может решить АХЧ.;2
Расписание занятий;Здравствуйте.Сделала;Прошу перенести занятия группы **КН(б)-11** в понедельник на 1 пару в аудиторию **214 п**, т.к. нужен компьютерный класс.=====Также прошу перенести практику **СН(м)-31** у профессора Юдиной доценту **Демидько Е. В.** в пятницу на 6 пару.=====Прошу перенести практическое занятие для группы **ЛТП-31** на 4 пару в субботу в аудиторию **412ц**.;3
Расписание занятий;Сделала;Прошу заменить аудиторию 203ЛК.=====Перенести занятие «ЛБ Физика 1, подгруппа СУЗ (с) -31» из аудитории 302Ц, пятница, 4 пара – на пятницу, 1 пара.;2
